cell_id,category,type_label,sex_specific,source_ref
URADL,neuron,Head motor neuron,,wormatlas_cook_2019_via_cect
URADR,neuron,Head motor neuron,,wormatlas_cook_2019_via_cect
URAVL,neuron,Head motor neuron,,wormatlas_cook_2019_via_cect
URAVR,neuron,Head motor neuron,,wormatlas_cook_2019_via_cect
URBL,neuron,Category 4 interneuron,,wormatlas_cook_2019_via_cect
URBR,neuron,Category 4 interneuron,,wormatlas_cook_2019_via_cect
URXL,neuron,"O2, CO2, social signals, touch",,wormatlas_cook_2019_via_cect
URXR,neuron,"O2, CO2, social signals, touch",,wormatlas_cook_2019_via_cect
URYDL,neuron,Cephalic,,wormatlas_cook_2019_via_cect
URYDR,neuron,Cephalic,,wormatlas_cook_2019_via_cect
URYVL,neuron,Cephalic,,wormatlas_cook_2019_via_cect
URYVR,neuron,Cephalic,,wormatlas_cook_2019_via_cect
VA1,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA10,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA11,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA12,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA2,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA3,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA4,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA5,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA6,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA7,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA8,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VA9,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB1,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB10,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB11,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB2,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB3,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB4,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB5,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB6,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB7,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB8,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VB9,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VC1,neuron,Hermaphrodite specific motor neuron,,wormatlas_cook_2019_via_cect
VC2,neuron,Hermaphrodite specific motor neuron,,wormatlas_cook_2019_via_cect
VC3,neuron,Hermaphrodite specific motor neuron,,wormatlas_cook_2019_via_cect
VC4,neuron,Hermaphrodite specific motor neuron,,wormatlas_cook_2019_via_cect
VC5,neuron,Hermaphrodite specific motor neuron,,wormatlas_cook_2019_via_cect
VC6,neuron,Hermaphrodite specific motor neuron,,wormatlas_cook_2019_via_cect
VD1,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD10,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD11,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD12,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD13,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD2,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD3,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD4,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD5,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD6,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD7,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD8,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
VD9,neuron,Ventral cord motor neuron,,wormatlas_cook_2019_via_cect
ailL,muscle,Anterior inner longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
ailR,muscle,Anterior inner longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
aobL,muscle,Anterior oblique (male specific),male,wormatlas_cook_2019_via_cect
aobR,muscle,Anterior oblique (male specific),male,wormatlas_cook_2019_via_cect
bm,other,Pharyngeal basement membrane,,wormatlas_cook_2019_via_cect
cdlL,muscle,Caudal longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
cdlR,muscle,Caudal longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL1,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL2,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL3,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL4,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL5,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL6,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglL7,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR1,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR2,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR3,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR4,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR5,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR6,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR7,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dglR8,muscle,Diagonal muscle (male specific),male,wormatlas_cook_2019_via_cect
dspL,muscle,Dorsal spicule protractor (male specific),male,wormatlas_cook_2019_via_cect
dspR,muscle,Dorsal spicule protractor (male specific),male,wormatlas_cook_2019_via_cect
dsrL,muscle,Dorsal spicule retractor (male specific),male,wormatlas_cook_2019_via_cect
dsrR,muscle,Dorsal spicule retractor (male specific),male,wormatlas_cook_2019_via_cect
e2D,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e2DL,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e2DR,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e2V,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e2VL,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e2VR,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e3D,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e3VL,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
e3VR,other,Pharyngeal epithelium,,wormatlas_cook_2019_via_cect
exc_cell,other,Excretory cell,,wormatlas_cook_2019_via_cect
exc_gl,other,Excretory gland,,wormatlas_cook_2019_via_cect
g1AL,glia,Pharyngeal glial cell,,wormatlas_cook_2019_via_cect
g1AR,glia,Pharyngeal glial cell,,wormatlas_cook_2019_via_cect
g1P,glia,Pharyngeal glial cell,,wormatlas_cook_2019_via_cect
g2L,glia,Pharyngeal glial cell,,wormatlas_cook_2019_via_cect
g2R,glia,Pharyngeal glial cell,,wormatlas_cook_2019_via_cect
gecL,muscle,Gubernacular erector (male specific),male,wormatlas_cook_2019_via_cect
gecR,muscle,Gubernacular erector (male specific),male,wormatlas_cook_2019_via_cect
gonad,other,Gonad (male specific),male,wormatlas_cook_2019_via_cect
grtL,muscle,Gubernacular retractor (male specific),male,wormatlas_cook_2019_via_cect
grtR,muscle,Gubernacular retractor (male specific),male,wormatlas_cook_2019_via_cect
hmc,other,Head mesodermal cell,,wormatlas_cook_2019_via_cect
hyp,other,Hypodermis,,wormatlas_cook_2019_via_cect
int,other,Intestine,,wormatlas_cook_2019_via_cect
mc1DL,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc1DR,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc1V,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc2DL,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc2DR,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc2V,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc3DL,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc3DR,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mc3V,other,Marginal cell of the pharynx,,wormatlas_cook_2019_via_cect
mu_anal,muscle,Anal/sphincter muscle,,wormatlas_cook_2019_via_cect
mu_intL,muscle,Intestinal muscles,,wormatlas_cook_2019_via_cect
mu_intR,muscle,Intestinal muscles,,wormatlas_cook_2019_via_cect
mu_sph,muscle,Anal/sphincter muscle,,wormatlas_cook_2019_via_cect
pilL,muscle,Posterior inner longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
pilR,muscle,Posterior inner longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
pm1,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm2D,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm2VL,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm2VR,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm3D,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm3VL,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm3VR,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm4D,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm4VL,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm4VR,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm4_UNSPECIFIED,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm5D,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm5VL,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm5VR,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm6D,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm6VL,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm6VR,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm7D,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm7VL,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm7VR,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pm8,muscle,Pharyngeal muscle,,wormatlas_cook_2019_via_cect
pobL,muscle,Posterior oblique (male specific),male,wormatlas_cook_2019_via_cect
pobR,muscle,Posterior oblique (male specific),male,wormatlas_cook_2019_via_cect
polL,muscle,Posterior outer longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
polR,muscle,Posterior outer longitudinal muscle (male specific),male,wormatlas_cook_2019_via_cect
proctodeum,other,Proctodeum (male specific),male,wormatlas_cook_2019_via_cect
um1AL,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um1AR,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um1PL,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um1PR,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um2AL,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um2AR,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um2PL,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
um2PR,muscle,Uterine muscle,,wormatlas_cook_2019_via_cect
vm1AL,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm1AR,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm1PL,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm1PR,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm2AL,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm2AR,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm2PL,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vm2PR,muscle,Vulval muscle,,wormatlas_cook_2019_via_cect
vspL,muscle,Ventral spicule protractor (male specific),male,wormatlas_cook_2019_via_cect
vspR,muscle,Ventral spicule protractor (male specific),male,wormatlas_cook_2019_via_cect
vsrL,muscle,Ventral spicule retractor (male specific),male,wormatlas_cook_2019_via_cect
vsrR,muscle,Ventral spicule retractor (male specific),male,wormatlas_cook_2019_via_cect
